yn	'n
cha	Cha
ad	ad
ad	adsyn
agh	agh
as	as
ayns	ayns
baase	baase
boirey	boirey
cha	cha
shamyr	chamyr
chooilley	chooilley
choud	choud
cre	cre
cummal	cummal
currit	currit
dy	d'
dagh	dagh
drogh	drogh
dty	dt'
dty	dty
dy	dy
e	e
ec	ec
eddyr	eddyr
ee	ee
eh	eh
er	er
erreish	erreish
erskyn	erskyn
eh	eshyn
fod	foddee
ga	ga
geddyn	geddyn
goaill	goaill
goll	goll
gour	gour
gra	gra
gy	gy
gyn	gyn
gys	gys
harrish	harrish
tayrn	hayrn
hene	hene
soie	hoie
sooill	hooillyn
hug	hug
jannoo	jannoo
jeant	jeant
laa	laa
lhis	lhisagh
loayrt	loayrt
magh	magh
mee	mee
mee	mish
my	my
mychione	mychione
mygeayrt	mygeayrt
myr	myr
ny	n'
na	na
nagh	nagh
she	nee
fod	nod
noi	noi
nyn	nyn
oo	oo
ooilley	ooilley
ou	ou
oyr	oyr
bee	row
ry	ry
she	s'
mie	share
she	she
shilley	shilley
shin	shin
shiu	shiu
son	son
bee	t'
bee	ta
seihll	theihll
toiggal	toiggal
trooid	trooid
oo	uss
bee	v'
bee	va
ve	ve
veih	veih
bee	vel
fod	vod
bwoaill	woaill
yn	y
yn	yn
